"State","Date","Cases_Asian","Cases_AIAN","Cases_Black","Cases_White","Cases_Other","Cases_NHPI","Cases_Multiracial","Cases_LatinX","Cases_Ethnicity_NonHispanic","Cases_Ethnicity_Hispanic","Cases_Ethnicity_Unknown","Cases_Total","Deaths_AIAN","Deaths_Asian","Deaths_Black","Deaths_Ethnicity_Hispanic","Deaths_Ethnicity_NonHispanic","Deaths_Ethnicity_Unknown","Deaths_LatinX","Deaths_Multiracial","Deaths_NHPI","Deaths_Other","Deaths_White","Deaths_Total","Hospitalizations_AIAN","Hospitalizations_Asian","Hospitalizations_Black","Hospitalizations_Ethnicity_Hispanic","Hospitalizations_Ethnicity_NonHispanic","Hospitalizations_Ethnicity_Unknown","Hospitalizations_LatinX","Hospitalizations_Multiracial","Hospitalizations_NHPI","Hospitalizations_Other","Hospitalizations_White","Hospitalizations_Total","Tests_AIAN","Tests_Asian","Tests_Black","Tests_Ethnicity_Hispanic","Tests_Ethnicity_NonHispanic","Tests_Ethnicity_Unknown","Tests_LatinX","Tests_Multiracial","Tests_NHPI","Tests_Other","Tests_White","Tests_Total"
"AR",20210307,2913,1070,50842,207596,16491,3358,1804,,290486,34332,0,324818,18,36,784,186,5133,0,,13,56,203,4171,5319,,,,,,,,,,,,,,,,,,,,,,,,
"AR",20210303,2900,1061,50642,206422,16371,3351,1802,,289174,34179,0,323353,18,36,778,178,5083,0,,13,56,200,4126,5261,,,,,,,,,,,,,,,,,,,,,,,,
"AR",20210228,2887,1055,50508,205690,16322,3349,1797,,288319,34096,0,322415,18,36,773,178,5065,0,,13,55,199,4113,5243,,,,,,,,,,,,,,,,,,,,,,,,
"AR",20210224,2851,1028,50017,203622,16100,3341,1791,,283481,33915,0,317396,19,36,806,183,5204,0,,13,55,206,4207,5387,,,,,,,,,,,,,,,,,,,,,,,,
"AR",20210221,2817,1019,49787,202390,15955,3334,1788,,281725,33789,0,315514,17,36,799,182,5175,0,,13,55,200,4188,5357,,,,,,,,,,,,,,,,,,,,,,,,
"AR",20210217,2800,1012,49574,201093,15838,3330,1780,,280530,33662,0,314192,11,34,750,180,5133,0,,13,53,202,3926,5313,,,,,,,,,,,,,,,,,,,,,,,,
"AR",20210214,2775,1008,49380,199940,15726,3326,1775,,279476,33552,0,313028,11,34,742,179,5086,0,,13,53,199,3883,5265,,,,,,,,,,,,,,,,,,,,,,,,
"AR",20210210,2789,958,48970,198051,15497,3409,1859,,276776,33163,1,309940,11,34,725,176,4998,0,,13,53,195,3802,5174,,,,,,,,,,,,,,,,,,,,,,,,
"AR",20210207,2760,946,48464,195697,15336,3374,1840,,273608,33127,1,306736,10,32,707,168,4908,0,,13,53,188,3737,5076,,,,,,,,,,,,,,,,,,,,,,,,
"AR",20210203,2703,931,47467,191674,15021,3304,1802,,267683,32746,1,300430,10,32,694,165,4820,0,,13,53,183,3666,4985,,,,,,,,,,,,,,,,,,,,,,,,
