"State","Date","Cases_Asian","Cases_AIAN","Cases_Black","Cases_White","Cases_Other","Cases_NHPI","Cases_Multiracial","Cases_LatinX","Cases_Ethnicity_NonHispanic","Cases_Ethnicity_Hispanic","Cases_Ethnicity_Unknown","Cases_Total","Deaths_AIAN","Deaths_Asian","Deaths_Black","Deaths_Ethnicity_Hispanic","Deaths_Ethnicity_NonHispanic","Deaths_Ethnicity_Unknown","Deaths_LatinX","Deaths_Multiracial","Deaths_NHPI","Deaths_Other","Deaths_White","Deaths_Total","Hospitalizations_AIAN","Hospitalizations_Asian","Hospitalizations_Black","Hospitalizations_Ethnicity_Hispanic","Hospitalizations_Ethnicity_NonHispanic","Hospitalizations_Ethnicity_Unknown","Hospitalizations_LatinX","Hospitalizations_Multiracial","Hospitalizations_NHPI","Hospitalizations_Other","Hospitalizations_White","Hospitalizations_Total","Tests_AIAN","Tests_Asian","Tests_Black","Tests_Ethnicity_Hispanic","Tests_Ethnicity_NonHispanic","Tests_Ethnicity_Unknown","Tests_LatinX","Tests_Multiracial","Tests_NHPI","Tests_Other","Tests_White","Tests_Total"
"CO",20210307,6406,2527,12637,181669,3312,1264,6580,119224,214395,119224,102143,435762,37,115,191,1204,4445,337,1204,186,9,38,3869,5986,,,,,,,,,,,,,,,,,,,,,,,,
"CO",20210303,6302,2504,12562,179488,3281,1252,6475,118537,211864,118537,101269,431670,37,114,192,1205,4425,340,1205,184,9,38,3851,5970,,,,,,,,,,,,,,,,,,,,,,,,
"CO",20210228,6253,2484,12464,177489,3255,1242,6382,117740,209569,117740,100994,428303,37,114,193,1198,4408,345,1198,181,9,38,3836,5951,,,,,,,,,,,,,,,,,,,,,,,,
"CO",20210224,6142,2457,12283,174760,3219,1228,6311,116733,206400,116733,100425,423558,37,114,193,1192,4376,349,1192,179,9,38,3806,5917,,,,,,,,,,,,,,,,,,,,,,,,
"CO",20210221,6099,2440,12156,173125,3155,1220,6225,116047,204420,116047,100147,420614,36,114,191,1182,4356,354,1182,178,10,38,3789,5892,,,,,,,,,,,,,,,,,,,,,,,,
"CO",20210217,6076,2455,12027,170548,3121,1207,6118,115030,201552,115030,99592,416174,36,115,192,1170,4309,359,1170,170,10,40,3746,5838,,,,,,,,,,,,,,,,,,,,,,,,
"CO",20210214,6001,2442,11918,168928,3104,1200,6083,114550,199676,114550,99610,413836,36,115,189,1169,4295,360,1169,168,10,42,3735,5824,,,,,,,,,,,,,,,,,,,,,,,,
"CO",20210210,5956,2366,11790,165714,3060,1183,5956,113454,196025,113454,98482,407961,35,116,188,1159,4245,366,1159,165,10,43,3688,5770,,,,,,,,,,,,,,,,,,,,,,,,
"CO",20210207,5917,2351,11672,163939,3040,1175,5877,112873,193971,112873,98445,405289,34,115,185,1150,4211,370,1150,162,10,42,3663,5731,,,,,,,,,,,,,,,,,,,,,,,,
"CO",20210203,5829,2356,11499,160585,2995,1158,5749,111555,190171,111555,97541,399267,35,116,185,1139,4156,369,1139,151,9,44,3616,5664,,,,,,,,,,,,,,,,,,,,,,,,
"CO",20210131,5745,2337,11410,158590,2971,1149,5705,110732,187907,110732,97540,396179,37,117,186,1131,4127,379,1131,148,9,42,3588,5637,,,,,,,,,,,,,,,,,,,,,,,,
"CO",20210127,5659,2303,11200,154932,2888,1132,5581,109428,183695,109428,97135,390258,36,114,184,1117,4055,380,1117,145,10,39,3527,5552,,,,,,,,,,,,,,,,,,,,,,,,
"CO",20210124,5563,2279,11048,152505,2820,1120,5524,108507,180859,108507,96919,386285,36,109,182,1112,4003,390,1112,143,10,36,3487,5505,,,,,,,,,,,,,,,,,,,,,,,,
"CO",20210120,5423,2237,10732,148695,2768,1100,5347,106942,176302,106942,95983,379227,36,111,180,1111,3924,387,1111,137,9,36,3415,5422,,,,,,,,,,,,,,,,,,,,,,,,
"CO",20210117,5325,2175,10612,146468,2737,1087,5287,106007,173691,106007,95283,374981,34,110,180,1110,3882,387,1110,136,9,36,3377,5379,,,,,,,,,,,,,,,,,,,,,,,,
"CO",20210113,5172,2127,10380,142418,2677,1064,5135,104127,168973,104127,93674,366774,34,109,177,1088,3816,381,1088,134,9,36,3317,5285,,,,,,,,,,,,,,,,,,,,,,,,
"CO",20210110,4875,1986,9968,136442,2600,1011,4875,102241,161757,102241,97150,361148,34,110,175,1069,3749,390,1069,128,9,36,3257,5208,,,,,,,,,,,,,,,,,,,,,,,,
"CO",20210106,4753,1957,9820,133769,2516,1013,4822,100048,158650,100048,90752,349450,32,108,174,1042,3641,367,1042,121,9,34,3163,5050,,,,,,,,,,,,,,,,,,,,,,,,
"CO",20210103,4641,1911,2423,131040,2423,990,4743,98280,155405,98280,87565,341250,30,107,173,1018,3548,368,1018,114,9,32,3083,4934,,,,,,,,,,,,,,,,,,,,,,,,
"CO",20201230,4434,1853,9330,126554,2349,959,4566,95850,150045,95850,84964,330859,26,103,171,982,3427,341,982,113,9,31,2974,4750,,,,,,,,,,,,,,,,,,,,,,,,
"CO",20201227,4323,1820,9036,123539,2243,943,4518,94353,146422,94353,84243,325018,24,99,169,952,3311,347,952,108,9,28,2874,4610,,,,,,,,,,,,,,,,,,,,,,,,
"CO",20201223,4178,1741,8735,119890,2184,918,4368,92576,142014,92576,81910,316500,24,97,163,928,3201,333,928,104,9,27,2777,4462,,,,,,,,,,,,,,,,,,,,,,,,
"CO",20201220,4046,1699,8464,116421,2100,896,4263,90721,137889,90721,80280,308890,23,94,167,921,3139,308,921,100,9,27,2719,4368,,,,,,,,,,,,,,,,,,,,,,,,
"CO",20201216,3857,1602,8071,111061,1988,890,4095,87739,131564,87739,77413,296716,21,96,160,906,2983,267,906,95,9,27,2575,4156,,,,,,,,,,,,,,,,,,,,,,,,
"CO",20201213,3718,1556,7781,107467,1931,865,3948,85420,126632,85420,76141,288193,19,96,158,862,2843,253,862,91,8,27,2444,3958,,,,,,,,,,,,,,,,,,,,,,,,
"CO",20201209,2451,871,4820,62721,11384,435,1933,28541,84615,28541,159190,272346,18,85,145,564,2568,507,564,78,5,183,2054,3639,,,,,,,,,,,,,,,,,,,,,,,,
"CO",20201206,2996,1198,6227,82552,1719,677,3100,77705,98469,77705,84407,260581,19,83,150,747,2407,202,747,75,7,20,2053,3356,,,,,,,,,,,,,,,,,,,,,,,,
"CO",20201202,2894,1133,5956,78742,1615,651,2966,73629,93957,73629,73586,241172,19,78,148,717,2294,182,717,74,7,19,1949,3193,,,,,,,,,,,,,,,,,,,,,,,,
