"State","Date","Cases_Asian","Cases_AIAN","Cases_Black","Cases_White","Cases_Other","Cases_NHPI","Cases_Multiracial","Cases_LatinX","Cases_Ethnicity_NonHispanic","Cases_Ethnicity_Hispanic","Cases_Ethnicity_Unknown","Cases_Total","Deaths_AIAN","Deaths_Asian","Deaths_Black","Deaths_Ethnicity_Hispanic","Deaths_Ethnicity_NonHispanic","Deaths_Ethnicity_Unknown","Deaths_LatinX","Deaths_Multiracial","Deaths_NHPI","Deaths_Other","Deaths_White","Deaths_Total","Hospitalizations_AIAN","Hospitalizations_Asian","Hospitalizations_Black","Hospitalizations_Ethnicity_Hispanic","Hospitalizations_Ethnicity_NonHispanic","Hospitalizations_Ethnicity_Unknown","Hospitalizations_LatinX","Hospitalizations_Multiracial","Hospitalizations_NHPI","Hospitalizations_Other","Hospitalizations_White","Hospitalizations_Total","Tests_AIAN","Tests_Asian","Tests_Black","Tests_Ethnicity_Hispanic","Tests_Ethnicity_NonHispanic","Tests_Ethnicity_Unknown","Tests_LatinX","Tests_Multiracial","Tests_NHPI","Tests_Other","Tests_White","Tests_Total"
"NC",20210307,13620,11199,146993,442322,98470,,,,441831,118914,311431,872176,126,120,2662,803,8916,1783,,,,716,7160,11502,,,,,,,,,,,,,,,,,,,,,,,,
"NC",20210303,13487,11141,145585,438462,97558,,,,437229,118156,310169,865554,123,120,2633,797,8805,1761,,,,707,7067,11363,,,,,,,,,,,,,,,,,,,,,,,,
"NC",20210228,13376,11067,144081,434480,96759,,,,432533,117296,308719,858548,119,118,2603,787,8704,1721,,,,695,6984,11212,,,,,,,,,,,,,,,,,,,,,,,,
"NC",20210224,13218,10938,142475,429471,95828,,,,426784,116278,306568,849630,118,117,2573,779,8599,1696,,,,684,6897,11074,,,,,,,,,,,,,,,,,,,,,,,,
"NC",20210221,13094,10830,141166,425667,95051,,,,422261,115587,304789,842637,114,115,2550,766,8489,1671,,,,673,6800,10926,,,,,,,,,,,,,,,,,,,,,,,,
"NC",20210217,12861,10502,138723,418517,93500,,,,413998,114317,301192,829507,108,112,2480,756,8273,1641,,,,665,6639,10670,,,,,,,,,,,,,,,,,,,,,,,,
"NC",20210214,12718,10445,137288,414315,92580,,,,408994,113507,299393,821894,108,110,2433,742,8128,1621,,,,656,6524,10491,,,,,,,,,,,,,,,,,,,,,,,,
"NC",20210210,12453,10316,134169,405738,90812,,,,398883,111968,295047,805898,105,105,2378,722,7894,1565,,,,639,6327,10181,,,,,,,,,,,,,,,,,,,,,,,,
"NC",20210207,12274,10210,132297,400704,89435,,,,392867,110990,292338,796195,102,102,2337,713,7744,1526,,,,628,6199,9983,,,,,,,,,,,,,,,,,,,,,,,,
"NC",20210203,11913,10068,128699,390219,87256,,,,381490,109045,285772,776307,101,98,2263,687,7442,1449,,,,597,5955,9578,,,,,,,,,,,,,,,,,,,,,,,,
"NC",20210131,11604,9923,125208,380253,85747,,,,370412,107394,279720,757526,97,97,2210,664,7271,1400,,,,581,5808,9335,,,,,,,,,,,,,,,,,,,,,,,,
"NC",20210127,11183,9682,120875,368321,82606,,,,357439,104950,270621,733010,93,94,2128,643,6953,1319,,,,560,5536,8915,,,,,,,,,,,,,,,,,,,,,,,,
"NC",20210124,10937,9535,118418,361591,80440,,,,349884,103566,265362,718812,92,95,2083,622,6790,1283,,,,549,5393,8695,,,,,,,,,,,,,,,,,,,,,,,,
"NC",20210120,10491,9146,113896,348506,77159,,,,336090,100888,253934,690912,85,94,1984,582,6427,1191,,,,521,5072,8200,,,,,,,,,,,,,,,,,,,,,,,,
"NC",20210117,10257,8943,111410,340513,74908,,,,327836,99201,247600,674637,84,93,1968,571,6344,1168,,,,512,4994,8083,,,,,,,,,,,,,,,,,,,,,,,,
"NC",20210113,9724,8427,106157,324458,71227,,,,311389,95618,234066,641073,82,90,1908,557,6097,1091,,,,496,4771,7745,,,,,,,,,,,,,,,,,,,,,,,,
"NC",20210110,9377,8167,103371,315636,69015,,,,302652,93725,226811,623188,81,89,1867,541,5954,1072,,,,478,4665,7567,,,,,,,,,,,,,,,,,,,,,,,,
"NC",20210106,8728,7654,97732,296107,63915,,,,284225,89876,208247,582348,81,82,1771,495,5610,971,,,,440,4366,7076,,,,,,,,,,,,,,,,,,,,,,,,
"NC",20210103,8438,7424,62297,287002,62297,,,,275038,88062,201824,564924,81,82,1730,484,5477,949,,,,434,4257,6910,,,,,,,,,,,,,,,,,,,,,,,,
"NC",20201230,7989,7017,91016,271212,58400,,,,260797,84942,187091,532830,79,80,1692,472,5350,907,,,,423,4140,6729,,,,,,,,,,,,,,,,,,,,,,,,
"NC",20201227,7710,6766,88622,262194,56575,,,,251369,83247,182212,516828,79,78,1658,461,5227,861,,,,410,4024,6549,,,,,,,,,,,,,,,,,,,,,,,,
"NC",20201223,7446,6452,85565,251213,54484,,,,241727,80985,171799,494511,77,74,1616,445,5088,827,,,,395,3909,6360,,,,,,,,,,,,,,,,,,,,,,,,
"NC",20201220,7254,6255,83368,243279,52912,,,,234148,79278,165742,479168,77,72,1591,438,4986,800,,,,389,3817,6224,,,,,,,,,,,,,,,,,,,,,,,,
"NC",20201216,6888,5947,79348,229122,49743,,,,220701,75948,155225,451874,76,69,1551,430,4790,759,,,,376,3644,5979,,,,,,,,,,,,,,,,,,,,,,,,
"NC",20201213,6696,5791,77015,221129,47690,,,,213151,73804,149640,436595,75,69,1536,420,4668,735,,,,358,3532,5823,,,,,,,,,,,,,,,,,,,,,,,,
"NC",20201209,6337,5414,73007,207572,44808,,,,200250,70644,139633,410527,74,67,1508,414,4528,719,,,,347,3410,5661,,,,,,,,,,,,,,,,,,,,,,,,
"NC",20201206,6111,5236,70492,199782,43388,,,,193293,69010,132687,394990,74,66,1486,409,4426,708,,,,342,3324,5543,,,,,,,,,,,,,,,,,,,,,,,,
"NC",20201202,5673,4838,65450,182528,40499,,,,176528,65543,129523,371594,72,62,1421,396,4192,778,,,,323,3144,5366,,,,,,,,,,,,,,,,,,,,,,,,
"NC",20201129,5349,4498,61523,168555,37801,,,,163813,62572,135393,361778,68,61,1370,383,4016,841,,,,302,3010,5240,,,,,,,,,,,,,,,,,,,,,,,,
"NC",20201125,5349,4498,61523,168555,37801,,,,163813,62572,120121,346506,68,61,1370,383,4016,739,,,,302,3010,5138,,,,,,,,,,,,,,,,,,,,,,,,
"NC",20201122,5154,4270,58673,159036,36140,,,,155304,60595,120876,336775,68,61,1359,382,3968,684,,,,298,2970,5034,,,,,,,,,,,,,,,,,,,,,,,,
"NC",20201118,4736,4268,58411,158259,36073,384,,,154000,60367,106495,320862,67,52,1338,378,3904,616,,,8,295,2918,4898,,,,,,,,,,,,,,,,,,,,,,,,
"NC",20201115,4638,4173,56977,153509,35299,379,,,149665,59400,103170,312235,67,52,1317,375,3830,601,,,8,287,2857,4806,,,,,,,,,,,,,,,,,,,,,,,,
"NC",20201111,4519,4050,55006,147402,33953,378,,,143620,58054,98887,300561,66,52,1297,367,3746,585,,,8,280,2779,4698,,,,,,,,,,,,,,,,,,,,,,,,
"NC",20201108,4391,3953,53658,143181,33153,371,,,139111,57053,97175,293339,66,51,1278,362,3678,567,,,7,277,2717,4607,,,,,,,,,,,,,,,,,,,,,,,,
"NC",20201104,4221,3848,51774,137158,32074,367,,,132993,55797,94012,282802,63,51,1260,354,3604,549,,,7,275,2643,4507,,,,,,,,,,,,,,,,,,,,,,,,
"NC",20201101,4123,3780,50592,133455,31489,363,,,129191,54989,92512,276692,58,50,1228,344,3509,530,,,7,267,2567,4383,,,,,,,,,,,,,,,,,,,,,,,,
"NC",20201028,3950,3637,48692,127308,30503,354,,,123271,53795,89070,266136,56,50,1206,333,3400,512,,,7,254,2466,4245,,,,,,,,,,,,,,,,,,,,,,,,
"NC",20201025,3848,3520,47548,123935,29899,351,,,119848,53038,87213,260099,56,50,1184,323,3331,503,,,7,249,2408,4157,,,,,,,,,,,,,,,,,,,,,,,,
"NC",20201021,3743,3382,45749,118893,28933,344,,,115028,52024,83540,250592,54,50,1154,318,3238,476,,,7,245,2327,4032,,,,,,,,,,,,,,,,,,,,,,,,
"NC",20201018,3682,3287,44769,116228,28541,344,,,112352,51456,82220,246028,50,49,1130,312,3155,467,,,7,237,2269,3934,,,,,,,,,,,,,,,,,,,,,,,,
"NC",20201014,3573,3130,43114,111136,27603,338,,,107612,50410,78385,236407,50,48,1108,310,3089,457,,,7,235,2216,3856,,,,,,,,,,,,,,,,,,,,,,,,
