"State","Date","Cases_Asian","Cases_AIAN","Cases_Black","Cases_White","Cases_Other","Cases_NHPI","Cases_Multiracial","Cases_LatinX","Cases_Ethnicity_NonHispanic","Cases_Ethnicity_Hispanic","Cases_Ethnicity_Unknown","Cases_Total","Deaths_AIAN","Deaths_Asian","Deaths_Black","Deaths_Ethnicity_Hispanic","Deaths_Ethnicity_NonHispanic","Deaths_Ethnicity_Unknown","Deaths_LatinX","Deaths_Multiracial","Deaths_NHPI","Deaths_Other","Deaths_White","Deaths_Total","Hospitalizations_AIAN","Hospitalizations_Asian","Hospitalizations_Black","Hospitalizations_Ethnicity_Hispanic","Hospitalizations_Ethnicity_NonHispanic","Hospitalizations_Ethnicity_Unknown","Hospitalizations_LatinX","Hospitalizations_Multiracial","Hospitalizations_NHPI","Hospitalizations_Other","Hospitalizations_White","Hospitalizations_Total","Tests_AIAN","Tests_Asian","Tests_Black","Tests_Ethnicity_Hispanic","Tests_Ethnicity_NonHispanic","Tests_Ethnicity_Unknown","Tests_LatinX","Tests_Multiracial","Tests_NHPI","Tests_Other","Tests_White","Tests_Total"
"PR",20210307,,,,,,,,,,,,101327,,,,,,,,,,,,2059,,,,,,,,,,,,,,,,,,,,,,,,
"PR",20210303,,,,,,,,,,,,100765,,,,,,,,,,,,2048,,,,,,,,,,,,,,,,,,,,,,,,
"PR",20210228,,,,,,,,,,,,100297,,,,,,,,,,,,2036,,,,,,,,,,,,,,,,,,,,,,,,
"PR",20210224,,,,,,,,,,,,99519,,,,,,,,,,,,2007,,,,,,,,,,,,,,,,,,,,,,,,
"PR",20210221,,,,,,,,,,,,99084,,,,,,,,,,,,1979,,,,,,,,,,,,,,,,,,,,,,,,
"PR",20210217,,,,,,,,,,,,98428,,,,,,,,,,,,1930,,,,,,,,,,,,,,,,,,,,,,,,
"PR",20210214,,,,,,,,,,,,97609,,,,,,,,,,,,1919,,,,,,,,,,,,,,,,,,,,,,,,
"PR",20210210,,,,,,,,,,,,96494,,,,,,,,,,,,1897,,,,,,,,,,,,,,,,,,,,,,,,
"PR",20210207,,,,,,,,,,,,95839,,,,,,,,,,,,1883,,,,,,,,,,,,,,,,,,,,,,,,
"PR",20210203,,,,,,,,,,,,94662,,,,,,,,,,,,1853,,,,,,,,,,,,,,,,,,,,,,,,
"PR",20210131,,,,,,,,,,,,93624,,,,,,,,,,,,1829,,,,,,,,,,,,,,,,,,,,,,,,
"PR",20210127,,,,,,,,,,,,92244,,,,,,,,,,,,1794,,,,,,,,,,,,,,,,,,,,,,,,
"PR",20210124,,,,,,,,,,,,91028,,,,,,,,,,,,1773,,,,,,,,,,,,,,,,,,,,,,,,
"PR",20210120,,,,,,,,,,,,88513,,,,,,,,,,,,1717,,,,,,,,,,,,,,,,,,,,,,,,
"PR",20210117,,,,,,,,,,,,87381,,,,,,,,,,,,1703,,,,,,,,,,,,,,,,,,,,,,,,
"PR",20210113,,,,,,,,,,,,84639,,,,,,,,,,,,1659,,,,,,,,,,,,,,,,,,,,,,,,
"PR",20210110,,,,,,,,,,,,83119,,,,,,,,,,,,1630,,,,,,,,,,,,,,,,,,,,,,,,
"PR",20210106,,,,,,,,,,,,79612,,,,,,,,,,,,1570,,,,,,,,,,,,,,,,,,,,,,,,
"PR",20210103,,,,,,,,,,,,78169,,,,,,,,,,,,1545,,,,,,,,,,,,,,,,,,,,,,,,
"PR",20201230,,,,,,,,,,,,75888,,,,,,,,,,,,1484,,,,,,,,,,,,,,,,,,,,,,,,
"PR",20201227,,,,,,,,,,,,73227,,,,,,,,,,,,1445,,,,,,,,,,,,,,,,,,,,,,,,
"PR",20201223,,,,,,,,,,,,70488,,,,,,,,,,,,1408,,,,,,,,,,,,,,,,,,,,,,,,
"PR",20201220,,,,,,,,,,,,68433,,,,,,,,,,,,1368,,,,,,,,,,,,,,,,,,,,,,,,
"PR",20201216,,,,,,,,,,,,63686,,,,,,,,,,,,1312,,,,,,,,,,,,,,,,,,,,,,,,
"PR",20201213,,,,,,,,,,,,62431,,,,,,,,,,,,1272,,,,,,,,,,,,,,,,,,,,,,,,
"PR",20201209,,,,,,,,,,,,58962,,,,,,,,,,,,1219,,,,,,,,,,,,,,,,,,,,,,,,
"PR",20201206,,,,,,,,,,,,56671,,,,,,,,,,,,1192,,,,,,,,,,,,,,,,,,,,,,,,
"PR",20201202,,,,,,,,,,,,53708,,,,,,,,,,,,1144,,,,,,,,,,,,,,,,,,,,,,,,
"PR",20201129,,,,,,,,,,,,51702,,,,,,,,,,,,1094,,,,,,,,,,,,,,,,,,,,,,,,
"PR",20201125,,,,,,,,,,,,48725,,,,,,,,,,,,1052,,,,,,,,,,,,,,,,,,,,,,,,
"PR",20201122,,,,,,,,,,,,47459,,,,,,,,,,,,1017,,,,,,,,,,,,,,,,,,,,,,,,
"PR",20201118,,,,,,,,,,,,43910,,,,,,,,,,,,971,,,,,,,,,,,,,,,,,,,,,,,,
"PR",20201115,,,,,,,,,,,,42479,,,,,,,,,,,,935,,,,,,,,,,,,,,,,,,,,,,,,
"PR",20201111,,,,,,,,,,,,39120,,,,,,,,,,,,901,,,,,,,,,,,,,,,,,,,,,,,,
"PR",20201108,,,,,,,,,,,,38100,,,,,,,,,,,,872,,,,,,,,,,,,,,,,,,,,,,,,
"PR",20201104,,,,,,,,,,,,69020,,,,,,,,,,,,850,,,,,,,,,,,,,,,,,,,,,,,,
"PR",20201101,,,,,,,,,,,,66661,,,,,,,,,,,,832,,,,,,,,,,,,,,,,,,,,,,,,
"PR",20201028,,,,,,,,,,,,63587,,,,,,,,,,,,813,,,,,,,,,,,,,,,,,,,,,,,,
"PR",20201025,,,,,,,,,,,,62503,,,,,,,,,,,,801,,,,,,,,,,,,,,,,,,,,,,,,
"PR",20201021,,,,,,,,,,,,58830,,,,,,,,,,,,774,,,,,,,,,,,,,,,,,,,,,,,,
"PR",20201018,,,,,,,,,,,,57293,,,,,,,,,,,,766,,,,,,,,,,,,,,,,,,,,,,,,
"PR",20201014,,,,,,,,,,,,55516,,,,,,,,,,,,742,,,,,,,,,,,,,,,,,,,,,,,,
"PR",20201011,,,,,,,,,,,,53671,,,,,,,,,,,,730,,,,,,,,,,,,,,,,,,,,,,,,
"PR",20201007,,,,,,,,,,,,51748,,,,,,,,,,,,705,,,,,,,,,,,,,,,,,,,,,,,,
"PR",20201004,,,,,,,,,,,,50675,,,,,,,,,,,,686,,,,,,,,,,,,,,,,,,,,,,,,
"PR",20200930,,,,,,,,,,,,48755,,,,,,,,,,,,661,,,,,,,,,,,,,,,,,,,,,,,,
"PR",20200927,,,,,,,,,,,,46304,,,,,,,,,,,,644,,,,,,,,,,,,,,,,,,,,,,,,
"PR",20200923,,,,,,,,,,,,42660,,,,,,,,,,,,617,,,,,,,,,,,,,,,,,,,,,,,,
"PR",20200920,,,,,,,,,,,,41838,,,,,,,,,,,,608,,,,,,,,,,,,,,,,,,,,,,,,
"PR",20200916,,,,,,,,,,,,38284,,,,,,,,,,,,570,,,,,,,,,,,,,,,,,,,,,,,,
"PR",20200913,,,,,,,,,,,,37380,,,,,,,,,,,,539,,,,,,,,,,,,,,,,,,,,,,,,
"PR",20200909,,,,,,,,,,,,35507,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,
"PR",20200906,,,,,,,,,,,,34533,,,,,,,,,,,,477,,,,,,,,,,,,,,,,,,,,,,,,
"PR",20200902,,,,,,,,,,,,34003,,,,,,,,,,,,443,,,,,,,,,,,,,,,,,,,,,,,,
"PR",20200830,,,,,,,,,,,,32848,,,,,,,,,,,,434,,,,,,,,,,,,,,,,,,,,,,,,
"PR",20200826,,,,,,,,,,,,30744,,,,,,,,,,,,404,,,,,,,,,,,,,,,,,,,,,,,,
"PR",20200823,,,,,,,,,,,,29896,,,,,,,,,,,,390,,,,,,,,,,,,,,,,,,,,,,,,
"PR",20200819,,,,,,,,,,,,27934,,,,,,,,,,,,356,,,,,,,,,,,,,,,,,,,,,,,,
"PR",20200816,,,,,,,,,,,,26006,,,,,,,,,,,,335,,,,,,,,,,,,,,,,,,,,,,,,
"PR",20200812,,,,,,,,,,,,24074,,,,,,,,,,,,295,,,,,,,,,,,,,,,,,,,,,,,,
"PR",20200809,,,,,,,,,,,,22121,,,,,,,,,,,,279,,,,,,,,,,,,,,,,,,,,,,,,
