"State","Date","Cases_Asian","Cases_AIAN","Cases_Black","Cases_White","Cases_Other","Cases_NHPI","Cases_Multiracial","Cases_LatinX","Cases_Ethnicity_NonHispanic","Cases_Ethnicity_Hispanic","Cases_Ethnicity_Unknown","Cases_Total","Deaths_AIAN","Deaths_Asian","Deaths_Black","Deaths_Ethnicity_Hispanic","Deaths_Ethnicity_NonHispanic","Deaths_Ethnicity_Unknown","Deaths_LatinX","Deaths_Multiracial","Deaths_NHPI","Deaths_Other","Deaths_White","Deaths_Total","Hospitalizations_AIAN","Hospitalizations_Asian","Hospitalizations_Black","Hospitalizations_Ethnicity_Hispanic","Hospitalizations_Ethnicity_NonHispanic","Hospitalizations_Ethnicity_Unknown","Hospitalizations_LatinX","Hospitalizations_Multiracial","Hospitalizations_NHPI","Hospitalizations_Other","Hospitalizations_White","Hospitalizations_Total","Tests_AIAN","Tests_Asian","Tests_Black","Tests_Ethnicity_Hispanic","Tests_Ethnicity_NonHispanic","Tests_Ethnicity_Unknown","Tests_LatinX","Tests_Multiracial","Tests_NHPI","Tests_Other","Tests_White","Tests_Total"
"DC",20210307,914,86,20164,10708,9148,82,,,30131,8455,2833,41419,,14,773,119,892,19,119,,,0,105,1030,,,,,,,,,,,,,,,,,,,,,,,,
"DC",20210303,888,85,19888,10535,9091,79,,,29663,8397,2758,40818,,14,766,119,885,19,119,,,0,105,1023,,,,,,,,,,,,,,,,,,,,,,,,
"DC",20210228,882,84,19732,10492,9077,80,,,29462,8366,2770,40598,,14,760,119,879,19,119,,,0,105,1017,,,,,,,,,,,,,,,,,,,,,,,,
"DC",20210224,864,82,19440,10279,8978,78,,,28921,8293,2729,39943,,13,747,117,865,19,117,,,0,105,1001,,,,,,,,,,,,,,,,,,,,,,,,
"DC",20210221,850,82,19286,10201,8939,77,,,28679,8238,2731,39648,,13,743,115,861,19,115,,,0,105,995,,,,,,,,,,,,,,,,,,,,,,,,
"DC",20210217,846,81,19006,10063,8905,76,,,28278,8153,2749,39180,,13,733,115,851,19,115,,,0,105,985,,,,,,,,,,,,,,,,,,,,,,,,
"DC",20210214,837,81,18837,10010,8849,76,,,28060,8100,2758,38918,,12,728,115,845,19,115,,,0,105,979,,,,,,,,,,,,,,,,,,,,,,,,
"DC",20210210,821,80,18546,9864,8761,74,,,27607,8020,2721,38348,,12,717,115,831,19,115,,,0,102,965,,,,,,,,,,,,,,,,,,,,,,,,
"DC",20210207,815,87,18320,9761,8730,74,,,27280,7971,2784,38035,,12,706,114,820,18,114,,,0,102,952,,,,,,,,,,,,,,,,,,,,,,,,
"DC",20210203,789,78,17951,9501,8617,73,,,26625,7867,2707,37199,,11,687,112,797,17,112,,,0,99,926,,,,,,,,,,,,,,,,,,,,,,,,
"DC",20210131,776,78,17653,9360,8506,72,,,26174,7784,2914,36872,,11,675,111,785,17,111,,,0,99,913,,,,,,,,,,,,,,,,,,,,,,,,
"DC",20210127,760,77,17249,9093,8387,72,,,25512,7667,2686,35865,,11,660,111,770,14,111,,,0,99,895,,,,,,,,,,,,,,,,,,,,,,,,
"DC",20210124,753,74,16886,8934,8274,71,,,24996,7548,2757,35301,,11,643,110,748,14,110,,,0,94,872,,,,,,,,,,,,,,,,,,,,,,,,
"DC",20210120,732,71,16473,8707,8137,70,,,24381,7405,2617,34403,,11,638,110,739,14,110,,,0,90,863,,,,,,,,,,,,,,,,,,,,,,,,
"DC",20210117,710,67,16113,8548,8027,69,,,23861,7292,2698,33851,,11,628,109,727,14,109,,,0,88,850,,,,,,,,,,,,,,,,,,,,,,,,
"DC",20210113,670,66,15564,8185,7746,69,,,22965,7086,2549,32600,,11,613,107,710,14,107,,,0,86,831,,,,,,,,,,,,,,,,,,,,,,,,
"DC",20210110,643,64,15129,7959,7630,69,,,22351,6925,2515,31791,,11,604,106,698,13,106,,,0,83,817,,,,,,,,,,,,,,,,,,,,,,,,
"DC",20210106,604,62,14550,7587,7312,67,,,21376,6676,2430,30482,,11,595,105,688,13,105,,,0,82,806,,,,,,,,,,,,,,,,,,,,,,,,
"DC",20210103,587,59,7215,7362,7215,67,,,20811,6542,2411,29764,,11,584,104,677,13,104,,,0,82,794,,,,,,,,,,,,,,,,,,,,,,,,
"DC",20201230,549,59,13728,7104,7055,67,,,20112,6390,2256,28758,,11,573,103,665,12,103,,,0,81,780,,,,,,,,,,,,,,,,,,,,,,,,
"DC",20201227,532,57,13320,6899,6907,66,,,19508,6256,2438,28202,,10,565,102,654,12,102,,,0,79,768,,,,,,,,,,,,,,,,,,,,,,,,
"DC",20201223,499,56,12893,6653,6729,66,,,18826,6105,2295,27226,,10,555,98,641,12,98,,,0,76,751,,,,,,,,,,,,,,,,,,,,,,,,
"DC",20201220,485,53,12671,6491,6651,66,,,18474,6013,2114,26601,,10,543,98,628,11,98,,,0,75,737,,,,,,,,,,,,,,,,,,,,,,,,
"DC",20201216,458,51,12138,6209,6473,65,,,17660,5851,2091,25602,,9,531,95,614,11,95,,,0,74,720,,,,,,,,,,,,,,,,,,,,,,,,
