"State","Date","Cases_Asian","Cases_AIAN","Cases_Black","Cases_White","Cases_Other","Cases_NHPI","Cases_Multiracial","Cases_LatinX","Cases_Ethnicity_NonHispanic","Cases_Ethnicity_Hispanic","Cases_Ethnicity_Unknown","Cases_Total","Deaths_AIAN","Deaths_Asian","Deaths_Black","Deaths_Ethnicity_Hispanic","Deaths_Ethnicity_NonHispanic","Deaths_Ethnicity_Unknown","Deaths_LatinX","Deaths_Multiracial","Deaths_NHPI","Deaths_Other","Deaths_White","Deaths_Total","Hospitalizations_AIAN","Hospitalizations_Asian","Hospitalizations_Black","Hospitalizations_Ethnicity_Hispanic","Hospitalizations_Ethnicity_NonHispanic","Hospitalizations_Ethnicity_Unknown","Hospitalizations_LatinX","Hospitalizations_Multiracial","Hospitalizations_NHPI","Hospitalizations_Other","Hospitalizations_White","Hospitalizations_Total","Tests_AIAN","Tests_Asian","Tests_Black","Tests_Ethnicity_Hispanic","Tests_Ethnicity_NonHispanic","Tests_Ethnicity_Unknown","Tests_LatinX","Tests_Multiracial","Tests_NHPI","Tests_Other","Tests_White","Tests_Total"
"FL",20210307,,,237772,664121,141809,,,608165,917573,608165,419257,1944995,,,4812,7325,22180,2761,7325,,,1427,17316,32266,,,16138,20583,56406,5248,20583,,,4284,38131,82237,,,,,,,,,,,,
"FL",20210303,,,235253,655618,139619,,,600647,905952,600647,417515,1924114,,,4751,7222,21882,2725,7222,,,1425,17074,31829,,,15963,20341,55748,5189,20341,,,4245,37666,81278,,,,,,,,,,,,
"FL",20210228,,,233422,649451,138503,,,594679,897293,594679,417249,1909221,,,4697,7115,21576,2715,7115,,,1392,16850,31406,,,15827,20180,55252,5140,20180,,,4199,37347,80572,,,,,,,,,,,,
"FL",20210224,,,230333,640042,136314,,,586613,884442,586613,414606,1885661,,,4635,6990,21237,2651,6990,,,1368,16565,30878,,,15636,19965,54614,5096,19965,,,4156,36925,79675,,,,,,,,,,,,
"FL",20210221,,,228211,633358,134722,,,580870,875072,580870,412830,1868772,,,4560,6896,20911,2627,6896,,,1349,16321,30434,,,15495,19790,54079,5077,19790,,,4125,36570,78946,,,,,,,,,,,,
"FL",20210217,,,224912,623935,132673,,,572623,861706,572623,410298,1844627,,,4486,6778,20461,2585,6778,,,1308,15967,29824,,,15299,19572,53396,5026,19572,,,4088,36100,77994,,,,,,,,,,,,
"FL",20210214,,,222833,616930,131132,,,567024,852372,567024,407977,1827373,,,4419,6669,20078,2528,6669,,,1278,15652,29275,,,15175,19431,52843,4981,19431,,,4058,35689,77255,,,,,,,,,,,,
"FL",20210210,,,218927,605295,128566,,,557320,836076,557320,404884,1798280,,,4351,6550,19674,2467,6550,,,1240,15323,28691,,,14985,19220,52097,4969,19220,,,4013,35166,76286,,,,,,,,,,,,
"FL",20210207,,,216323,597163,126911,,,550423,825081,550423,402479,1777983,,,4287,6466,19278,2417,6466,,,1211,14996,28161,,,14841,19093,51497,4925,19093,,,3953,34751,75515,,,,,,,,,,,,
"FL",20210203,,,211699,583795,123630,,,539102,806220,539102,399297,1744619,,,4217,6325,18776,2371,6325,,,1179,14578,27472,,,14627,18833,50616,4934,18833,,,3898,34140,74383,,,,,,,,,,,,
"FL",20210131,,,208842,574643,121937,,,531795,793849,531795,395733,1721377,,,4130,6220,18380,2315,6220,,,1153,14269,26915,,,14469,18654,49862,4868,18654,,,3834,33585,73384,,,,,,,,,,,,
"FL",20210127,,,203080,556567,117956,,,518230,770979,518230,386962,1676171,,,4067,6082,17912,2255,6082,,,1112,13874,26249,,,14286,18418,48999,4798,18418,,,3762,32948,72215,,,,,,,,,,,,
"FL",20210124,,,199845,546306,115743,,,509203,756415,509203,383831,1649449,,,4003,5990,17523,2180,5990,,,1087,13543,25693,,,14121,18263,48246,4710,18263,,,3702,32386,71219,,,,,,,,,,,,
"FL",20210120,,,193944,527251,111708,,,494728,731854,494728,374429,1601011,,,3926,5848,17005,2112,5848,,,1047,13118,24965,,,13926,17983,47349,4622,17983,,,3633,31722,69954,,,,,,,,,,,,
"FL",20210117,,,190408,515798,109181,,,484754,716653,484754,369872,1571279,,,3885,5781,16664,2070,5781,,,1024,12820,24515,,,13783,17821,46644,4522,17821,,,3574,31187,68987,,,,,,,,,,,,
"FL",20210113,,,183998,495545,104606,,,467616,689960,467616,359896,1517472,,,3792,5624,16147,1988,5624,,,991,12392,23759,,,13590,17533,45640,4425,17533,,,3512,30385,67598,,,,,,,,,,,,
"FL",20210110,,,179582,480682,101309,,,454691,670806,454691,351513,1477010,,,3729,5522,15790,1949,5522,,,967,12093,23261,,,13449,17314,44884,4335,17314,,,3458,29780,66533,,,,,,,,,,,,
"FL",20210106,,,172348,455718,96127,,,434292,639940,434292,335674,1409906,,,3670,5369,15403,1875,5369,,,948,11752,22647,,,13239,17016,44009,4207,17016,,,3391,29117,65232,,,,,,,,,,,,
"FL",20210103,,,92597,438830,92597,,,420095,619282,420095,326059,1365436,,,3639,5315,15153,1842,5315,,,940,11531,22310,,,13093,16850,43255,4111,16850,,,3341,28520,64216,,,,,,,,,,,,
"FL",20201230,,,161719,416635,88028,,,403284,592519,403284,310320,1306123,,,3590,5212,14835,1810,5212,,,927,11256,21857,,,12967,16660,42676,4039,16660,,,3314,28064,63375,,,,,,,,,,,,
"FL",20201227,,,158300,403492,85492,,,391414,576392,391414,304173,1271979,,,3556,5154,14562,1798,5154,,,910,11040,21514,,,12791,16493,41779,4024,16493,,,3266,27418,62296,,,,,,,,,,,,
"FL",20201223,,,154465,388475,82543,,,379914,557662,379914,296823,1234399,,,3523,5088,14302,1783,5088,,,891,10817,21173,,,12696,16333,41283,4001,16333,,,3232,27034,61617,,,,,,,,,,,,
"FL",20201220,,,151004,374972,80061,,,368886,541007,368886,291673,1201566,,,3496,5025,14080,1756,5025,,,875,10624,20861,,,12550,16189,40658,3944,16189,,,3195,26576,60791,,,,,,,,,,,,
"FL",20201216,,,146128,356572,76280,,,354147,518734,354147,282454,1155335,,,3461,4946,13830,1714,4946,,,855,10413,20490,,,12386,15962,39912,3877,15962,,,3145,26013,59751,,,,,,,,,,,,
"FL",20201213,,,143047,345735,74111,,,343310,504922,343310,277699,1125931,,,3415,4897,13578,1658,4897,,,833,10207,20133,,,12260,15804,39273,3814,15804,,,3109,25513,58891,,,,,,,,,,,,
"FL",20201209,,,138639,329412,70868,,,329154,484816,329154,269392,1083362,,,3382,4817,13289,1610,4817,,,810,9959,19716,,,12000,15608,38588,3761,15608,,,3072,24986,57957,,,,,,,,,,,,
"FL",20201206,,,136188,320153,68934,,,319897,472954,319897,265223,1058074,,,3346,4778,13057,1588,4778,,,798,9772,19423,,,12000,15454,38025,3706,15454,,,3038,24574,57185,,,,,,,,,,,,
"FL",20201202,,,132331,305182,65966,,,306402,454591,306402,257167,1018160,,,3290,4700,12746,1566,4700,,,784,9528,19012,,,11905,15271,37353,3645,15271,,,2990,24025,56269,,,,,,,,,,,,
"FL",20201129,,,130118,296152,64649,,,296671,442786,296671,253204,992661,,,3252,4649,12525,1562,4649,,,778,9353,18736,,,11750,15079,36707,3607,15079,,,2961,23558,55393,,,,,,,,,,,,
"FL",20201125,,,127361,284157,62720,,,285789,428546,285789,247341,961676,,,3205,4585,12346,1551,4585,,,768,9226,18482,,,11669,14937,36273,3603,14937,,,2948,23218,54813,,,,,,,,,,,,
"FL",20201122,,,125305,274815,61519,,,277954,417342,277954,243118,938414,,,3182,4536,12155,1523,4536,,,760,9049,18214,,,11558,14793,35722,3552,14793,,,2911,22797,54067,,,,,,,,,,,,
"FL",20201118,,,122439,262352,59568,,,266822,401087,266822,237339,905248,,,3153,4472,11979,1498,4472,,,741,8905,17949,,,11447,14644,35133,3500,14644,,,2880,22336,53277,,,,,,,,,,,,
"FL",20201115,,,120767,254742,58383,,,259882,390662,259882,234657,885201,,,3129,4433,11824,1477,4433,,,733,8772,17734,,,11323,14498,34577,3454,14498,,,2844,21926,52529,,,,,,,,,,,,
"FL",20201111,,,118545,245465,56693,,,250596,377742,250596,229674,858012,,,3101,4392,11648,1472,4392,,,717,8631,17512,,,11218,14345,33974,3412,14345,,,2809,21449,51731,,,,,,,,,,,,
"FL",20201108,,,117141,239791,55902,,,246885,369711,246885,227301,843897,,,3076,4362,11509,1462,4362,,,706,8523,17333,,,11123,14237,33492,3364,14237,,,2780,21081,51093,,,,,,,,,,,,
"FL",20201104,,,115189,231358,54511,,,239214,358047,239214,223862,821123,,,3044,4327,11346,1458,4327,,,689,8402,17131,,,11022,14120,33024,3235,14120,,,2755,20724,50379,,,,,,,,,,,,
"FL",20201101,,,114096,226055,53716,,,234602,350696,234602,222114,807412,,,3029,4297,11252,1448,4297,,,678,8330,16997,,,10932,14006,32660,3315,14006,,,2734,20471,49981,,,,,,,,,,,,
"FL",20201028,,,112434,218917,52806,,,228810,340796,228810,220820,790426,,,2998,4241,11096,1438,4241,,,663,8212,16775,,,10808,13868,32131,3290,13868,,,2713,20091,49289,,,,,,,,,,,,
"FL",20201025,,,111330,214109,52055,,,224681,334346,224681,219609,778636,,,2971,4215,10991,1426,4215,,,661,8126,16632,,,10732,13758,31743,3265,13758,,,2683,19797,48766,,,,,,,,,,,,
