"State","Date","Cases_Asian","Cases_AIAN","Cases_Black","Cases_White","Cases_Other","Cases_NHPI","Cases_Multiracial","Cases_LatinX","Cases_Ethnicity_NonHispanic","Cases_Ethnicity_Hispanic","Cases_Ethnicity_Unknown","Cases_Total","Deaths_AIAN","Deaths_Asian","Deaths_Black","Deaths_Ethnicity_Hispanic","Deaths_Ethnicity_NonHispanic","Deaths_Ethnicity_Unknown","Deaths_LatinX","Deaths_Multiracial","Deaths_NHPI","Deaths_Other","Deaths_White","Deaths_Total","Hospitalizations_AIAN","Hospitalizations_Asian","Hospitalizations_Black","Hospitalizations_Ethnicity_Hispanic","Hospitalizations_Ethnicity_NonHispanic","Hospitalizations_Ethnicity_Unknown","Hospitalizations_LatinX","Hospitalizations_Multiracial","Hospitalizations_NHPI","Hospitalizations_Other","Hospitalizations_White","Hospitalizations_Total","Tests_AIAN","Tests_Asian","Tests_Black","Tests_Ethnicity_Hispanic","Tests_Ethnicity_NonHispanic","Tests_Ethnicity_Unknown","Tests_LatinX","Tests_Multiracial","Tests_NHPI","Tests_Other","Tests_White","Tests_Total"
"WV",20210307,,,4623,111202,3092,,,,,,133445,133445,,,57,,,2325,,,,34,2049,2325,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20210303,,,4552,110202,3031,,,,,,132416,132416,,,57,,,2309,,,,34,2034,2309,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20210228,,,3487,86958,2565,,,,,,131855,131855,,,38,,,2300,,,,30,1653,2300,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20210224,,,3427,85861,2477,,,,,,130382,130382,,,38,,,2285,,,,30,1639,2285,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20210221,,,3387,85011,2485,,,,,,129616,129616,,,36,,,2261,,,,28,1622,2261,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20210217,,,3317,83849,2435,,,,,,128405,128405,,,36,,,2225,,,,27,1588,2225,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20210214,,,3284,83104,2421,,,,,,127588,127588,,,36,,,2210,,,,27,1571,2210,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20210210,,,3214,81807,2159,,191,,,,125951,125951,,,36,,,2175,,2,,24,1540,2175,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20210207,,,3145,80454,2136,,181,,,,124708,124708,,,34,,,2129,,2,,23,1501,2129,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20210203,,,2997,78220,2071,,174,,,,122470,122470,,,32,,,2058,,2,,22,1435,2058,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20210131,,,2888,76388,2070,,170,,,,,121001,,,31,,,,,2,,20,1401,2024,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20210127,,,2736,73760,1989,,158,,,,,117775,,,31,,,,,2,,20,1334,1953,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20210124,,,2664,71635,1953,,152,,,,,115307,,,29,,,,,2,,19,1293,1895,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20210120,,,2542,68839,1830,,145,,,,,111677,,,25,,,,,2,,19,1248,1836,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20210117,,,2451,66444,1786,,139,,,,,108821,,,23,,,,,2,,19,1201,1776,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20210113,,,2162,57644,1330,,23,,,,,104392,,,23,,,,,0,,17,1112,1671,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20210110,,,2138,56497,1319,,17,,,,,101212,,,21,,,,,0,,17,1059,1582,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20210106,,,2516,54973,878,,5,,,,,94678,,,24,,,,,,,9,995,1481,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20210103,,,2469,53150,2469,,2,,,,,91058,,,23,,,,,,,9,930,1376,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20201230,,,2057,51413,1098,,,,,,,84225,,,20,,,,,,,11,896,1318,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20201227,,,2006,48965,1013,,,,,,,80710,,,20,,,,,,,11,859,1254,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20201223,,,1959,47413,992,,,,,,,75936,,,20,,,,,,,11,814,1194,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20201220,,,1889,45119,957,,,,,,,72342,,,19,,,,,,,11,773,1128,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20201216,,,1797,42230,913,,,,,,,66849,,,19,,,,,,,10,724,1039,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20201213,,,1727,39938,868,,,,,,,63217,,,18,,,,,,,9,686,968,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20201209,,,1649,36968,819,,,,,,,58462,,,17,,,,,,,9,660,901,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20201206,,,1589,34648,777,,,,,,,54997,,,16,,,,,,,9,627,838,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20201202,,,1524,31877,732,,,,,,,49905,,,16,,,,,,,8,587,778,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20201129,,,1482,30073,15442,,,,,,,46997,,,16,,,,,,,158,555,729,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20201125,,,1443,28399,13208,,,,,,,43050,,,15,,,,,,,144,536,695,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20201122,,,1400,26616,12462,,,,,,,40478,,,15,,,,,,,143,504,662,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20201118,,,1279,24384,10614,,,,,,,36277,,,15,,,,,,,126,471,612,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20201115,,,1213,23024,9422,,,,,,,33659,,,15,,,,,,,111,456,582,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20201111,,,1164,21598,7439,,,,,,,30201,,,15,,,,,,,106,432,553,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20201108,,,1138,20478,6788,,,,,,,28404,,,14,,,,,,,90,398,502,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20201104,,,1101,19223,5663,,,,,,,25987,,,14,,,,,,,80,378,472,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20201101,,,1086,18508,5289,,,,,,,24883,,,14,,,,,,,71,372,457,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20201028,,,1057,17477,4530,,,,,,,23064,,,14,,,,,,,63,359,436,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20201025,,,1040,16688,4178,,,,,,,21906,,,14,,,,,,,57,352,423,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20201021,,0,1028,15855,3851,,,,,,,20734,0,,12,,,,,,,55,346,413,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20201018,,0,1009,15311,3761,,,,,,,20081,0,,12,,,,,,,54,333,399,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20201014,,0,993,14498,3327,,,,,,,18818,0,,10,,,,,,,61,320,391,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20201011,,0,977,8899,8252,,,,,,,18128,0,,10,,,,,,,114,258,382,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20201007,,4,950,13365,2820,,,,,,,17139,0,,9,,,,,,,58,302,369,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20201004,,4,942,12901,2781,,,,,,,16628,0,,9,,,,,,,55,294,358,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20200930,,4,920,12396,2528,,,,,,,15848,0,,9,,,,,,,54,287,350,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20200927,,3,900,11893,2552,,,,,,,15348,0,,9,,,,,,,50,275,334,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20200923,,2,873,11377,2252,,,,,,,14504,0,,7,,,,,,,46,266,319,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20200920,,2,856,10950,2246,,,,,,,14054,,,3,,,,,,,,58,310,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20200916,,,830,10405,1959,2,,,,,,13196,,,3,,,,,,,,58,290,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20200913,,,823,10090,1784,2,,,,,,12699,,,3,,,,,,,,58,266,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20200909,,,797,9461,1548,2,,,,,,11808,,,3,,,,,,,,58,252,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20200906,,,786,9038,1588,1,,,,,,11412,,,3,,,,,,,,58,246,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20200902,,,762,8472,1407,1,,,,,,10642,,,3,,,,,,,,58,230,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20200830,,,733,8118,1258,1,,,,,,10110,,,3,,,,,,,,58,213,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20200826,,,723,7724,799,,,,,,,9540,,,3,,,,,,,,58,190,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20200823,,,709,7485,766,,,,,,,9272,,,3,,,,,,,,58,178,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20200819,,,677,7051,710,,,,,,,8801,,,3,,,,,,,,58,166,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20200816,,,647,6775,743,,,,,,,8564,,,3,,,,,,,,58,160,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20200812,,,600,6304,726,,,,,,,8008,,,3,,,,,,,,58,153,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20200809,,,575,5980,707,,,,,,,7694,,,3,,,,,,,,58,139,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20200805,,,545,5540,1074,,,,,,,7159,,,3,,,,,,,,58,124,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20200802,,,522,5265,1067,,,,,,,6854,,,3,,,,,,,,58,117,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20200729,,,489,4877,960,,,,,,,6326,,,3,,,,,,,,58,112,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20200726,,,453,4614,893,,,,,,,5960,,,3,,,,,,,,58,103,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20200722,,,411,4290,759,,,,,,,5461,,,3,,,,,,,,58,102,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20200719,,,365,3956,721,,,,,,,5042,,,3,,,,,,,,58,100,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20200715,,,324,3606,627,,,,,,,4557,,,3,,,,,,,,58,98,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20200712,,,298,3343,602,,,,,,,4244,,,3,,,,,,,,58,96,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20200708,,,256,2935,516,,,,,,,3707,,,3,,,,,,,,58,95,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20200705,,,228,2633,474,,,,,,,3335,,,3,,,,,,,,58,95,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20200701,,,215,2402,362,,,,,,,2979,,,3,,,,,,,,58,93,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20200628,,,208,2261,363,,,,,,,2832,,,3,,,,,,,,58,93,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20200624,,,185,2111,333,,,,,,,2629,,,3,,,,,,,,58,92,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20200621,,,173,2010,360,,,,,,,2543,,,3,,,,,,,,58,89,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20200617,,,164,1895,317,,,,,,,2376,,,3,,,,,,,,58,88,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20200614,,,152,1819,319,,,,,,,2290,,,3,,,,,,,,58,88,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20200610,,,147,1740,306,,,,,,,2193,,,3,,,,,,,,58,85,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20200607,,,146,1691,307,,,,,,,2144,,,3,,,,,,,,58,84,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20200603,,,142,1644,291,,,,,,,2077,,,3,,,,,,,,58,78,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20200531,,,138,1571,301,,,,,,,1953,,,3,,,,,,,,58,75,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20200527,,,130,1494,275,,,,,,,1851,,,3,,,,,,,,58,74,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20200524,,,124,1420,227,,,,,,,1771,,,3,,,,,,,,58,72,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20200520,,,113,1276,179,,,,,,,1567,,,3,,,,,,,,58,69,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20200517,,,107,1208,174,,,,,,,1490,,,3,,,,,,,,55,67,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20200513,,,105,1148,152,,,,,,,1404,,,1,,,,,,,,2,59,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20200510,,,99,1101,159,,,,,,,1362,,,1,,,,,,,,2,50,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20200506,,,93,1041,137,,,,,,,1276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20200503,,,90,965,137,,,,,,,1195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20200429,,,86,904,116,,,,,,,1109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20200426,,,85,839,127,,,,,,,1053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20200422,,,79,743,135,,,,,,,963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20200419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20200415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WV",20200412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
