"State","Date","Cases_Asian","Cases_AIAN","Cases_Black","Cases_White","Cases_Other","Cases_NHPI","Cases_Multiracial","Cases_LatinX","Cases_Ethnicity_NonHispanic","Cases_Ethnicity_Hispanic","Cases_Ethnicity_Unknown","Cases_Total","Deaths_AIAN","Deaths_Asian","Deaths_Black","Deaths_Ethnicity_Hispanic","Deaths_Ethnicity_NonHispanic","Deaths_Ethnicity_Unknown","Deaths_LatinX","Deaths_Multiracial","Deaths_NHPI","Deaths_Other","Deaths_White","Deaths_Total","Hospitalizations_AIAN","Hospitalizations_Asian","Hospitalizations_Black","Hospitalizations_Ethnicity_Hispanic","Hospitalizations_Ethnicity_NonHispanic","Hospitalizations_Ethnicity_Unknown","Hospitalizations_LatinX","Hospitalizations_Multiracial","Hospitalizations_NHPI","Hospitalizations_Other","Hospitalizations_White","Hospitalizations_Total","Tests_AIAN","Tests_Asian","Tests_Black","Tests_Ethnicity_Hispanic","Tests_Ethnicity_NonHispanic","Tests_Ethnicity_Unknown","Tests_LatinX","Tests_Multiracial","Tests_NHPI","Tests_Other","Tests_White","Tests_Total"
"PA",20210307,16176,,81180,487131,12096,,,,252700,59427,636516,948643,,379,2829,982,23280,87,,,,1,19497,24349,,,,,,,,,,,,,,,,,,,,,,,,
"PA",20210303,15907,,80161,480109,11522,,,,248620,58657,631134,938411,,379,2829,952,22528,689,,,,1,19497,24169,,,,,,,,,,,,,,,,,,,,,,,,
"PA",20210228,15768,,79676,475819,11285,,,,245937,58303,627402,931642,,379,2829,952,22528,541,,,,1,19497,24021,,,,,,,,,,,,,,,,,,,,,,,,
"PA",20210224,15560,,78582,469146,10941,,,,241967,57722,620945,920634,,379,2829,952,22528,307,,,,775,19497,23787,,,,,,,,,,,,,,,,,,,,,,,,
"PA",20210221,15393,,77898,464347,10714,,,,238952,57121,617424,913497,,379,2829,952,22528,117,,,,775,19497,23597,,,,,,,,,,,,,,,,,,,,,,,,
"PA",20210217,15138,,76864,457309,10419,,,,234545,56308,611797,902650,,369,2778,935,22024,360,,,,757,19055,23319,,,,,,,,,,,,,,,,,,,,,,,,
"PA",20210214,14980,,76294,452342,10062,,,,231796,55914,607205,894915,,369,2778,935,22024,137,,,,757,19055,23096,,,,,,,,,,,,,,,,,,,,,,,,
"PA",20210210,14633,,74669,442754,9227,,,,226690,54796,598805,880291,,353,2706,906,21333,506,,,,736,18444,22745,,,,,,,,,,,,,,,,,,,,,,,,
"PA",20210207,14505,,73997,437061,9151,,,,222776,54347,593198,870321,,353,2706,906,21333,228,,,,736,18444,22467,,,,,,,,,,,,,,,,,,,,,,,,
"PA",20210203,14275,,72874,426270,8735,,,,215988,53555,584073,853616,,347,2638,880,20582,493,,,,710,17767,21955,,,,,,,,,,,,,,,,,,,,,,,,
"PA",20210131,14124,,72320,420140,8558,,,,211956,53055,578213,843224,,347,2638,880,20582,199,,,,710,17767,21661,,,,,,,,,,,,,,,,,,,,,,,,
"PA",20210127,13642,,70568,402974,8005,,,,201533,51566,565270,818369,,329,2557,841,19480,784,,,,688,16747,21105,,,,,,,,,,,,,,,,,,,,,,,,
"PA",20210124,13326,,69680,394531,7601,,,,197087,50656,556190,803933,,329,2557,841,19480,288,,,,688,16747,20609,,,,,,,,,,,,,,,,,,,,,,,,
"PA",20210120,13040,,68297,382560,7276,,,,190810,49563,542797,783170,,308,2464,798,18159,911,,,,658,15527,19868,,,,,,,,,,,,,,,,,,,,,,,,
"PA",20210117,12764,,67335,373671,7088,,,,186826,48700,532274,767800,,308,2464,798,18159,353,,,,658,15527,19310,,,,,,,,,,,,,,,,,,,,,,,,
"PA",20210113,12325,,65607,358448,6850,,,,179839,47009,514541,741389,,286,2352,758,16636,1035,,,,619,14137,18429,,,,,,,,,,,,,,,,,,,,,,,,
"PA",20210110,11963,,64365,347577,6592,,,,174890,45789,500137,720816,,286,2352,758,16636,376,,,,619,14137,17770,,,,,,,,,,,,,,,,,,,,,,,,
"PA",20210106,11384,,62330,325158,6078,,,,164414,43376,475599,683389,,266,2243,708,15270,936,,,,573,12896,16914,,,,,,,,,,,,,,,,,,,,,,,,
"PA",20210103,11126,,5883,313747,5883,,,,159192,42194,460485,661871,,266,2243,708,15270,317,,,,573,12896,16295,,,,,,,,,,,,,,,,,,,,,,,,
"PA",20201230,10746,,59167,296809,5586,,,,152177,40254,438902,631333,,253,2139,672,14046,954,,,,551,11775,15672,,,,,,,,,,,,,,,,,,,,,,,,
"PA",20201227,10421,,57920,285085,5375,,,,146746,39135,424144,610025,,253,2139,672,14046,292,,,,551,11775,15010,,,,,,,,,,,,,,,,,,,,,,,,
"PA",20201223,10032,,56155,269739,5100,,,,140401,37439,403316,581156,,245,2051,637,12971,834,,,,524,10788,14442,,,,,,,,,,,,,,,,,,,,,,,,
"PA",20201220,9730,,54753,256520,4948,,,,134505,36239,384958,555702,,245,2051,637,12971,334,,,,524,10788,13942,,,,,,,,,,,,,,,,,,,,,,,,
"PA",20201216,9248,,52240,237917,4657,,,,126444,34186,358739,519369,,224,1938,597,11638,933,,,,493,9580,13168,,,,,,,,,,,,,,,,,,,,,,,,
"PA",20201213,8902,,49946,224550,4473,,,,120260,32820,338722,491802,,224,1938,597,11638,330,,,,493,9580,12565,,,,,,,,,,,,,,,,,,,,,,,,
"PA",20201209,8217,,46530,200753,4077,,,,109794,30247,305276,445317,,207,1860,567,10546,649,,,,470,8576,11762,,,,,,,,,,,,,,,,,,,,,,,,
"PA",20201206,7857,,44658,188251,3880,,,,103669,28867,287578,420114,,207,1860,567,10546,218,,,,470,8576,11331,,,,,,,,,,,,,,,,,,,,,,,,
"PA",20201202,7224,,41307,168212,3575,,,,94752,26536,254143,375431,,192,1803,534,9700,523,,,,440,7799,10757,,,,,,,,,,,,,,,,,,,,,,,,
