"State","Date","Cases_Asian","Cases_AIAN","Cases_Black","Cases_White","Cases_Other","Cases_NHPI","Cases_Multiracial","Cases_LatinX","Cases_Ethnicity_NonHispanic","Cases_Ethnicity_Hispanic","Cases_Ethnicity_Unknown","Cases_Total","Deaths_AIAN","Deaths_Asian","Deaths_Black","Deaths_Ethnicity_Hispanic","Deaths_Ethnicity_NonHispanic","Deaths_Ethnicity_Unknown","Deaths_LatinX","Deaths_Multiracial","Deaths_NHPI","Deaths_Other","Deaths_White","Deaths_Total","Hospitalizations_AIAN","Hospitalizations_Asian","Hospitalizations_Black","Hospitalizations_Ethnicity_Hispanic","Hospitalizations_Ethnicity_NonHispanic","Hospitalizations_Ethnicity_Unknown","Hospitalizations_LatinX","Hospitalizations_Multiracial","Hospitalizations_NHPI","Hospitalizations_Other","Hospitalizations_White","Hospitalizations_Total","Tests_AIAN","Tests_Asian","Tests_Black","Tests_Ethnicity_Hispanic","Tests_Ethnicity_NonHispanic","Tests_Ethnicity_Unknown","Tests_LatinX","Tests_Multiracial","Tests_NHPI","Tests_Other","Tests_White","Tests_Total"
"WA",20210307,12525,3231,10932,96572,3133,3691,5823,62537,135907,62537,146088,344532,107,383,161,596,4433,12,596,59,81,71,3571,5041,236,871,623,2621,8600,8378,2621,239,355,220,6056,19599,,,,,,,,,,,,
"WA",20210303,12422,3190,10859,95657,3119,3657,5791,62189,134695,62189,145352,342236,107,379,160,595,4405,12,595,59,80,72,3548,5012,234,864,621,2609,8536,8321,2609,237,353,219,6008,19466,,,,,,,,,,,,
"WA",20210228,12306,3166,10803,94878,3103,3640,5760,61827,133656,61827,144290,339773,107,376,157,592,4350,14,592,58,80,72,3500,4956,232,854,617,2597,8454,8268,2597,238,351,218,5944,19319,,,,,,,,,,,,
"WA",20210224,12161,3136,10729,93664,3069,3610,5719,61450,132088,61450,143027,336565,105,371,156,589,4309,14,589,58,78,71,3470,4912,232,846,615,2595,8394,8222,2595,237,348,219,5897,19211,,,,,,,,,,,,
"WA",20210221,12037,3102,10660,92671,3052,3576,5689,61150,130787,61150,141857,333794,104,364,151,578,4231,13,578,57,76,71,3408,4822,228,840,610,2580,8309,8144,2580,235,345,217,5834,19033,,,,,,,,,,,,
"WA",20210217,11948,3050,10595,91749,3028,3549,5637,60818,129556,60818,140433,330807,104,353,149,573,4174,12,573,57,75,68,3368,4759,226,834,610,2575,8240,8046,2575,231,343,217,5779,18861,,,,,,,,,,,,
"WA",20210214,11784,3015,10527,90732,3008,3511,5583,60457,128160,60457,139430,328047,104,347,147,564,4099,12,564,56,74,67,3304,4675,224,826,604,2560,8151,7932,2560,227,341,216,5713,18643,,,,,,,,,,,,
"WA",20210210,11646,2983,10455,89803,2987,3465,5519,60102,126858,60102,137746,324706,102,340,145,549,4042,12,549,55,73,67,3260,4603,224,825,598,2551,8116,7849,2551,223,339,217,5690,18516,,,,,,,,,,,,
"WA",20210207,11438,2921,10343,88520,2972,3404,5459,59598,125057,59598,135491,320146,96,335,140,519,3918,12,519,52,72,65,3158,4449,220,808,592,2520,7995,7768,2520,222,333,214,5606,18283,,,,,,,,,,,,
"WA",20210203,11272,2867,10224,87216,2957,3355,5391,59013,123282,59013,133999,316294,96,328,138,514,3863,11,514,52,72,64,3113,4388,218,799,587,2492,7909,7586,2492,221,331,213,5540,17987,,,,,,,,,,,,
"WA",20210131,11036,2798,10092,85656,2924,3295,5317,58287,121118,58287,132192,311597,94,315,136,501,3772,12,501,52,69,63,3043,4285,218,787,581,2474,7807,7425,2474,217,327,208,5469,17706,,,,,,,,,,,,
"WA",20210127,10857,2738,9962,83910,2891,3237,5257,57551,118852,57551,128886,305289,92,311,135,497,3702,12,497,50,69,61,2984,4211,216,784,574,2458,7702,7289,2458,215,325,207,5381,17449,,,,,,,,,,,,
"WA",20210124,10554,2399,9007,79486,2636,3174,4845,56077,112101,56077,132020,300198,88,304,128,492,3611,11,492,48,69,60,2914,4114,208,753,557,2419,7463,7247,2419,190,322,202,5231,17129,,,,,,,,,,,,
"WA",20210120,10319,2353,8869,77977,2605,3120,4746,55388,109989,55388,128640,294017,80,284,125,475,3454,11,475,45,65,57,2798,3940,200,741,554,2400,7365,7083,2400,185,319,199,5167,16848,,,,,,,,,,,,
"WA",20210117,10078,2307,8736,76340,2574,3065,4658,54564,107758,54564,127617,289939,78,263,121,458,3214,231,458,43,61,56,2592,3903,194,728,549,2379,7257,6922,2379,181,317,196,5092,16558,,,,,,,,,,,,
"WA",20210113,9743,2228,8547,74235,2533,3002,4537,53468,104825,53468,122909,281202,79,276,124,467,3361,10,467,43,60,57,2722,3838,192,715,544,2356,7156,6568,2356,182,315,196,5012,16080,,,,,,,,,,,,
"WA",20210110,9300,2162,8312,70969,2471,2896,4363,51864,100473,51864,119258,271595,78,264,120,457,3233,9,457,43,57,57,2614,3699,186,687,539,2318,6966,6487,2318,175,312,193,4874,15771,,,,,,,,,,,,
"WA",20210106,8976,2094,8104,68250,2431,2826,4208,50712,96889,50712,113151,260752,78,256,117,450,3146,9,450,43,57,57,2538,3605,185,676,533,2292,6877,6246,2292,172,308,192,4811,15415,,,,,,,,,,,,
"WA",20210103,8699,2060,2392,66421,2392,2774,4101,49747,94424,49747,111225,255396,74,244,108,442,3010,9,442,43,57,54,2430,3461,182,662,527,2270,6735,6106,2270,168,302,190,4704,15111,,,,,,,,,,,,
"WA",20201230,8348,2012,7753,64289,2329,2683,3968,48516,91382,48516,102432,242330,73,242,107,434,2978,8,434,43,55,53,2405,3420,178,642,515,2249,6611,5711,2249,167,295,189,4625,14571,,,,,,,,,,,,
"WA",20201227,8072,1959,7587,62082,2268,2619,3869,47359,79532,47359,109828,236719,68,224,94,419,2758,7,419,41,50,52,2229,3184,170,620,513,2215,6455,5426,2215,165,291,188,4508,14096,,,,,,,,,,,,
"WA",20201223,7856,1923,7473,60860,2236,2580,3791,46805,86719,46805,96678,230202,68,224,93,417,2738,7,417,41,50,52,2210,3162,167,608,502,2189,6342,5086,2189,158,288,188,4431,13617,,,,,,,,,,,,
"WA",20201220,7473,1848,7251,58657,2198,2519,3645,45502,83591,45502,93507,222600,66,214,92,411,2686,7,411,40,50,52,2172,3104,162,581,493,2155,6169,5067,2155,154,286,183,4310,13391,,,,,,,,,,,,
"WA",20201216,7000,1722,6955,54986,2084,2440,3394,41271,78581,41271,85217,205069,63,202,89,390,2548,15,390,38,49,51,2056,2953,155,560,471,2073,5927,4773,2073,141,282,175,4143,12773,,,,,,,,,,,,
"WA",20201213,6764,1695,6814,53662,2050,2405,3315,40500,76705,40500,84858,202063,60,198,86,383,2482,14,383,38,46,50,2004,2879,153,549,462,2043,5826,4656,2043,140,277,172,4073,12525,,,,,,,,,,,,
"WA",20201209,6361,1599,6543,51144,1976,2334,3157,38716,73114,38716,78033,189863,63,201,91,395,2559,62,395,41,49,52,2062,3016,148,539,452,2000,5643,4353,2000,134,269,169,3932,11996,,,,,,,,,,,,
"WA",20201206,6032,1555,6303,48982,1904,2253,2999,37505,70028,37505,69914,177447,65,194,89,387,2488,50,387,39,48,51,2002,2925,145,519,440,1956,5489,4099,1956,133,265,165,3822,11544,,,,,,,,,,,,
"WA",20201202,5655,1495,6077,46726,1842,2154,2824,36285,66773,36285,67284,170342,63,193,86,381,2403,66,381,38,46,48,1929,2850,143,502,426,1926,5325,3703,1926,130,262,163,3699,10954,,,,,,,,,,,,
"WA",20201129,5342,1413,5853,44524,1786,2084,2692,35120,63694,35120,63886,162700,62,184,80,370,2290,44,370,34,45,48,1837,2704,141,480,408,1908,5176,3675,1908,129,259,157,3602,10759,,,,,,,,,,,,
"WA",20201125,5080,1353,5676,42869,1710,2030,2602,34182,61320,34182,58404,153906,62,184,80,370,2290,44,370,34,45,48,1837,2704,141,475,406,1880,5085,3277,1880,128,255,152,3528,10242,,,,,,,,,,,,
"WA",20201122,4715,1296,5362,40022,1628,1937,2437,32782,57397,32782,51081,141260,61,178,78,360,2220,39,360,32,45,46,1780,2619,133,455,396,1836,4891,3038,1836,123,248,151,3385,9765,,,,,,,,,,,,
"WA",20201118,4453,1256,5162,38058,1543,1873,2323,31720,54668,31720,49036,135424,61,177,77,357,2187,48,357,31,44,46,1751,2592,133,446,391,1816,4773,3033,1816,122,240,146,3295,9622,,,,,,,,,,,,
"WA",20201115,4308,1240,5002,36657,1504,1822,2254,31138,52787,31138,46115,130040,61,174,75,350,2130,39,350,30,43,43,1704,2519,131,434,384,1783,4659,2983,1783,116,233,144,3217,9425,,,,,,,,,,,,
"WA",20201111,3983,1196,4673,33883,1423,1744,2082,29720,48984,29720,41307,120011,61,170,75,347,2099,36,347,30,42,43,1678,2482,126,415,373,1753,4499,2840,1753,109,227,137,3112,9092,,,,,,,,,,,,
"WA",20201108,3902,1184,4556,33074,1390,1726,2029,29248,47861,29248,40222,117331,61,169,74,344,2071,24,344,30,41,43,1653,2439,126,410,370,1743,4426,2634,1743,105,226,135,3054,8803,,,,,,,,,,,,
"WA",20201104,3742,1163,4326,31429,1327,1675,1923,28461,45585,28461,37434,111480,61,169,72,339,2047,30,339,28,41,43,1633,2416,124,404,363,1724,4353,2658,1724,104,222,135,3001,8735,,,,,,,,,,,,
"WA",20201101,3631,1147,4210,30520,1300,1644,1874,27990,44326,27990,35999,108315,60,166,71,329,2005,32,329,28,39,42,1599,2366,122,398,356,1699,4265,2647,1699,102,219,130,2938,8611,,,,,,,,,,,,
"WA",20201028,3499,1108,4063,29290,1286,1619,1802,27408,42667,27408,34668,104743,58,165,71,330,1994,29,330,29,39,42,1590,2353,123,390,352,1681,4179,2523,1681,102,215,129,2868,8383,,,,,,,,,,,,
"WA",20201025,3441,1100,3994,28539,1277,1601,1770,26994,41722,26994,34197,102913,58,163,71,322,1943,31,322,26,38,42,1545,2296,122,387,349,1674,4114,2492,1674,100,212,129,2815,8280,,,,,,,,,,,,
"WA",20201021,3351,1087,3889,27514,1250,1570,1717,26520,40378,26520,32976,99874,58,164,71,320,1934,32,320,26,38,42,1535,2286,119,382,345,1651,4051,2447,1651,97,204,129,2775,8149,,,,,,,,,,,,
"WA",20201018,3291,1073,3837,26959,1242,1557,1688,26289,39647,26289,32265,98201,56,161,71,316,1895,28,316,24,37,42,1504,2239,121,373,339,1644,3987,2387,1644,97,206,127,2724,8018,,,,,,,,,,,,
"WA",20201014,3202,1048,3770,25953,1228,1536,1656,25837,38393,25837,31279,95509,56,159,71,313,1876,32,313,24,36,42,1488,2221,118,369,338,1631,3925,2327,1631,97,206,124,2673,7883,,,,,,,,,,,,
"WA",20201011,3130,1033,3687,25246,1216,1521,1635,25501,37468,25501,30066,93035,56,159,71,309,1852,29,309,25,36,40,1465,2190,114,369,334,1617,3872,2297,1617,97,200,123,2635,7786,,,,,,,,,,,,
"WA",20201007,3062,1013,3632,24603,1200,1513,1615,25229,36638,25229,29341,91208,56,158,70,308,1835,34,308,24,35,40,1452,2177,114,366,330,1606,3832,2265,1606,96,200,122,2604,7703,,,,,,,,,,,,
"WA",20201004,3003,1007,3584,23997,1192,1494,1582,24900,35859,24900,29115,89874,56,158,69,301,1814,33,301,24,34,40,1427,2142,113,359,325,1594,3787,2247,1594,95,198,121,2576,7628,,,,,,,,,,,,
"WA",20200930,2920,995,3513,23396,1173,1474,1550,24577,35021,24577,27924,87522,55,157,69,295,1792,39,295,23,34,40,1414,2126,112,356,323,1587,3731,2215,1587,92,199,116,2533,7533,,,,,,,,,,,,
"WA",20200927,2892,984,3474,23023,1170,1459,1532,24325,34534,24325,27410,86269,53,152,66,289,1806,5,289,23,32,40,1440,2100,112,352,321,1576,3688,2191,1576,91,197,116,2499,7455,,,,,,,,,,,,
"WA",20200923,2821,961,3419,22399,1160,1442,1503,23950,33705,23950,26047,83702,53,153,68,293,1755,33,293,23,32,40,1386,2081,111,352,315,1566,3646,2137,1566,90,197,115,2466,7349,,,,,,,,,,,,
"WA",20200920,2776,941,3360,21944,1156,1419,1495,23739,33091,23739,25718,82548,53,151,68,288,1724,25,288,23,32,40,1357,2037,107,344,308,1554,3582,2126,1554,90,192,114,2427,7262,,,,,,,,,,,,
